Código OACI;Nome;Município;UF;Longitude;Latitude;Altitude;Operação Diurna;Comprimento 1;Largura 1
SNWZ;Fazenda Santa Maria;SANTANA DO ARAGUAIA;PA;"050°34'04""W";"09°22'54""S";212;VFR;1000;18
SNKZ;Fazenda São Marcos;VILA BELA DA SANTÍSSIMA TRINDADE;MT;"059°56'45""W";"15°28'02""S";220;VFR;550;18
SWXN;Fazenda Bom Jardim;MONTIVIDIU;GO;"051°16'14""W";"17°14'50""S";894;VFR;850;18
SSEG;Sementes Guerra;RENASCENÇA;PR;"052°56'14""W";"26°17'24""S";773;VFR;890;17
SNOH;Fazenda Tundavala;BARRA DO GARÇAS;MT;"052°02'10""W";"14°51'25,6""S";266;VFR;1000;23
SSMB;Fazenda Oriente;VALENÇA;RJ;"043°37'30,2""W";"22°17'11,4""S";572;VFR;550;18
SSLI;Fazenda Nova Piúva;AQUIDAUANA;MS;"055°30'47""W";"19°51'52""S";0;VFR;1000;18
SWTK;Fazenda Santa Maria do Guaporé;VILA BELA DA SANTÍSSIMA TRINDADE;MT;"060°16'48""W";"14°11'58""S";213;;1000;20
SIOK;Fazenda Cachoeirinha;PERDIZES;MG;"047°07'43,2""W";"19°21'31,6""S";923;VFR;900;30
SWRM;FAZENDA REMANSO;CACOAL;RO;"061°05'20""W";"11°10'56""S";227;VFR;1200;20
SINV;Fazenda Nova Baús;MINEIROS;GO;"053°05'55""W";"18°11'17""S";854;VFR;900;18
SWFP;Fazenda Prata;RURÓPOLIS;PA;"055°22'55""W";"04°09'38""S";123;VFR;799;18
SDDL;Fazenda Limeira;SÃO JOÃO DA PARAÚNA;GO;"050°24'39,1""W";"16°51'56,5""S";265;VFR;930;25
SITA;Municipal de Taiobeiras;TAIOBEIRAS;MG;"042°11'39""W";"15°46'35""S";802;VFR;800;18
SWXR;Fazenda Flights Ranch;SANTANA;BA;"044°03'38""W";"13°00'20""S";574;VFR;1000;18
SSTM;Fazenda Santo Antônio;MANICORÉ;AM;"061°41'02""W";"07°47'35""S";75;VFR;1000;20
SWGF;Fazenda Fortaleza;NOVO ARIPUANÃ;AM;"061°15'00""W";"07°54'28""S";86;VFR;650;18
SJPL;Pista do Limão;ITAITUBA;PA;"056°23'19""W";"05°44'43""S";169;VFR;600;18
SICR;Fazenda Coração do Brasil;PONTES E LACERDA;MT;"059°38'36""W";"15°58'12""S";249;VFR;1200;20
SJAK;Aerobako;SINOP;MT;"055°26'04""W";"11°55'02""S";372;VFR;750;18
SJUC;Fazenda Santa Cruz;PADRE BERNARDO;GO;"048°12'23""W";"15°22'19""S";761;VFR;830;16
SSYB;Fazenda Bela Manhã;SANTA CLARA D'OESTE;SP;"050°53'33""W";"20°01'04""S";374;VFR;650;18
SJIZ;Fazenda Cafenápolis;EUNÁPOLIS;BA;"039°31'03""W";"16°11'44""S";180;VFR;820;20
SIJW;Fazenda Retimar;IGUATEMI;MS;"054°49'05""W";"23°30'26""S";341;VFR;760;18
SWBQ;Geraldo Alvino Covre;PINHEIROS;ES;"040°10'33""W";"18°27'48""S";105;VFR;950;20
SNYL;Fazenda Morro Alto;NOVA CANAÃ DO NORTE;MT;"055°42'35,4""W";"10°30'16,9""S";274;VFR;1000;20
SWHZ;Fazenda Taquaruçu Retiro;CARLINDA;MT;"055°57'34""W";"10°20'15""S";286;VFR;800;20
SIOU;Fazenda Progresso  ;PARAGOMINAS;PA;"047°25'26""W";"03°22'23""S";181;VFR;900;18
SJJH;Fazenda Juína;CAMPOS DE JÚLIO;MT;"059°15'25""W";"13°26'23""S";579;VFR;1000;20
SWTB;Tarobá;SANTA TEREZINHA DE ITAIPU;PR;"054°29'07""W";"25°32'53""S";224;VFR;600;18
SIKS;Fazenda Vale do Juruena;NOVA BANDEIRANTES;MT;"058°13'44""W";"09°24'09""S";211;VFR;800;20
SWMJ;Fazenda Mano Julio;IPIRANGA DO NORTE;MT;"056°17'49""W";"12°21'18""S";376;VFR;1000;20
SICP;Fazenda São Pedro;UNAÍ;MG;"046°44'38,8""W";"16°47'58,9""S";572;VFR;614;18
SIKW;Fazenda Vista Linda ;MUCURI;BA;"039°35'38""W";"18°08'49""S";16;VFR;650;18
SIBA;Fazenda Arco Íris;ALTO GARÇAS;MT;"053°34'24""W";"16°56'08""S";826;VFR;1000;20
SWXJ;Chácara São José;CUIABÁ;MT;"056°00'15""W";"15°35'45""S";166;VFR;600;18
SDIL;Fazenda Pedra Branca;ANGRA DOS REIS;RJ;"044°17'17""W";"22°54'08""S";16;VFR;1050;18
SIZM;MOCELIN II;DOIS VIZINHOS;PR;"053°04'04""W";"25°41'04""S";534;VFR;480;18
SINS;Fazenda Grupo Nissey;CÁCERES;MT;"058°33'25""W";"16°10'12""S";177;VFR;850;18
SWSM;Sulina Sementes;DIAMANTINO;MT;"057°24'51,9""W";"13°53'54,8""S";567;VFR;1100;20
SIPK;SESC Pantanal;POCONÉ;MT;"056°25'18""W";"16°29'49""S";140;;1500;23
SDLW;Fazenda Colorado;ARUANÃ;GO;"050°50'58""W";"14°58'55""S";283;VFR;1100;18
SWCI;Agropecuária Rio da Prata;POSSE;GO;"046°32'53,7""W";"14°13'30,2""S";534;VFR;895;18
SWJU;Fazenda Mundo Novo;DUERÉ;TO;"049°29'34,4""W";"11°32'36,5""S";230;VFR;1300;18
SJGW;Fazenda São Geraldo;COUTO MAGALHÃES;TO;"048°58'37""W";"08°18'53""S";195;VFR;970;15
SSUD;Fazenda Serra Dourada;ITAITUBA;PA;"056°26'07""W";"05°42'59""S";133;VFR;587;20
SSLQ;Fazenda Taiamã;CORUMBÁ;MS;"055°36'20""W";"18°05'33""S";155;VFR;550;20
SSGO;Rosada;SÃO GABRIEL DO OESTE;MS;"054°35'16""W";"19°25'45""S";668;VFR;1195;23
SNDR;Domingos Rego;TIMON;MA;"042°52'25""W";"05°04'51""S";92;VFR;1518;30
SICY;Fazenda Apucarana;MARABÁ;PA;"049°46'22""W";"05°27'48""S";184;VFR;799;18
SSVV;Fazenda Garimpinho;FIGUEIRÃO;MS;"054°18'03""W";"18°43'09""S";306;VFR;700;18
SSWN;Fazenda Cayman;SÃO FÉLIX DO ARAGUAIA;MT;"051°43'28""W";"11°32'26""S";280;VFR;1400;20
SDFY;Fazenda Valença;RIO NEGRO;MS;"055°10'24""W";"19°24'38""S";536;VFR;700;18
SSHT;Ingazeira;ALTA FLORESTA;MT;"056°43'01,96""W";"10°07'53,73""S";274;VFR;1100;18
SSQK;Fazenda Gávea;CERQUEIRA CÉSAR;SP;"049°10'45""W";"23°13'30""S";619;VFR;600;20
SSKA;Fazenda Campinas;CORUMBÁ;MS;"056°21'22""W";"18°54'29""S";100;;600;23
SSAY;Sítio Pouso do Aviador;CAMPO GRANDE;MS;"054°29'00""W";"20°29'10""S";593;VFR;1000;20
SDQX;Fazenda Falcão;PRIMAVERA DO LESTE;MT;"054°10'52""W";"15°23'58""S";602;VFR;840;20
SJEV;Evanderto Almeida;ASSARÉ;CE;"039°50'39""W";"06°59'21""S";679;VFR;1000;23
SWLA;Fazenda Amália;JUÍNA;MT;"058°38'02""W";"11°52'56""S";367;VFR;1000;23
SS3G;Romaer Aviação Agrícola;ARAL MOREIRA;MS;"055°35'19""W";"22°55'53""S";578;VFR;800;18
SNRC;Fazenda Recanto;ALCINÓPOLIS;MS;"054°00'49""W";"18°00'24""S";333;VFR;800;20
SIRD;Gaelo;CHARQUEADAS;RS;"051°37'13""W";"29°58'33""S";26;VFR;577;18
SIPR;Fazenda GAP São Pedro;URUGUAIANA;RS;"056°17'13""W";"30°01'32""S";211;VFR;915;18
SNFT;Fazenda Toca da Onça;UNIÃO DO SUL;MT;"054°34'27""W";"11°19'25""S";351;VFR;550;18
SSET;Sunset;IMBITUBA;SC;"048°40'58""W";"28°10'46""S";25;;675;18
SWZS;Fazenda Nova Larga;CÁCERES;MT;"057°40'29""W";"16°40'23""S";113;;660;23
SSNI;Fazenda Novo Rumo;NAVIRAÍ;MS;"053°52'40""W";"22°59'12""S";356;VFR;1000;30
SIMY;Fazenda Porto Oculto;ITAQUIRAÍ;MS;"054°05'45""W";"23°12'40""S";317;VFR;750;20
SIQS;Fazenda Terra do Sol;PORTO ESTRELA;MT;"057°07'47""W";"15°22'35""S";220;VFR;700;25
SNYX;Fazenda Fenix;CARANGOLA;MG;"041°59'42""W";"20°46'46""S";482;VFR;702;25
SWWP;Fazenda Pontal;CORUMBAÍBA;GO;"048°50'37,5""W";"18°19'20,1""S";520;VFR;800;20
SIPG;Fazenda Água Preta;COCALINHO;MT;"051°28'09""W";"14°08'15""S";247;;1450;19
SNEK;Fazenda Acalanto;SÃO DESIDÉRIO;BA;"045°58'17,66""W";"12°57'29,98""S";827;VFR;1360;25
SINZ;Xanadu;FERNANDES PINHEIRO;PR;"050°31'39,44""W";"25°26'18,92""S";851;VFR;750;30
SSXC;Fazenda Laguna Porã;PORTO MURTINHO;MS;"057°37'17,9""W";"21°50'53,8""S";115;VFR;800;18
SJFL;Fazenda Campo Formoso;SANDOLÂNDIA;TO;"049°51'56""W";"12°33'42""S";330;VFR;800;20
SJJB;Fazenda Barra Mansa;BRASILÂNDIA;MS;"052°46'42,6""W";"20°46'07""S";433;VFR;973;30
SWLI;Fazenda Santa Maria da Nhecolândia;CORUMBÁ;MS;"056°34'47""W";"18°49'03""S";106;VFR;1000;18
SWBN;Fazenda São Gabriel;BALSAS;MA;"046°08'45""W";"07°29'24""S";225;VFR;650;18
SDLX;Fazenda Jacareúna;SÃO FÉLIX DO ARAGUAIA;MT;"052°12'17""W";"11°26'28""S";432;VFR;1300;40
SJSE;Serabi;ITAITUBA;PA;"055°47'39""W";"06°19'05""S";315;VFR;700;18
SIWZ;Fazenda Fazendinha;AQUIDAUANA;MS;"056°29'03""W";"19°28'50""S";105;VFR;900;24
SJUB;Fazenda Rio Azul;VILA BELA DA SANTÍSSIMA TRINDADE;MT;"060°13'09""W";"15°11'00""S";297;VFR;900;20
SIPB;CAVU - Clube de Aviação Desportiva;RAPOSA;MA;"044°07'11""W";"02°26'53""S";33;VFR;400;18
SWQC;Fazenda São Francisco;RIO VERDE;GO;"051°35'42""W";"17°30'10""S";952;;1200;25
SSCO;Cmt. Marilda Zaiden de Mesquita;CAPÃO DO LEÃO;RS;"052°27'05""W";"31°46'27""S";10;VFR;800;18
SDHP;Modelo II;RIBAS DO RIO PARDO;MS;"053°17'00""W";"21°09'42""S";369;;1100;30
SJYI;Arai;PACARAIMA;RR;"060°50'50""W";"04°26'38""N";457;VFR;700;25
SJLC;Hakoma;ALTO ALEGRE;RR;"063°34'03""W";"02°43'12""N";363;VFR;600;30
SSYU;Fazenda Concórdia;NAVIRAÍ;MS;"054°12'30""W";"22°51'07""S";350;VFR;1000;20
SSHB;Boris;LUÍS EDUARDO MAGALHÃES;BA;"045°49'43,18""W";"12°04'05,5""S";765;VFR;800;20
SSPC;Fazenda Santa Júlia;COCALINHO;MT;"051°20'24""W";"13°43'54""S";264;VFR;1400;30
SWNC;Fazenda Nictheroy;SENADOR GUIOMARD;AC;"067°41'53""W";"10°16'03""S";213;VFR;1300;23
SJKP;Caraparu;UIRAMUTÃ;RR;"060°27'47""W";"04°32'28""N";364;VFR;800;20
SNZO;Fazenda Bebida Velha;TOUROS;RN;"035°32'11""W";"05°17'50""S";61;VFR;800;20
SJMV;Serra do Sol;UIRAMUTÃ;RR;"060°28'31""W";"04°56'33""N";756;VFR;1200;30
SSKC;Fazenda Cristiani;BARRA DO BUGRES;MT;"057°18'12""W";"14°59'11""S";200;VFR;900;18
SSTQ;Silvestre;PEDRA BRANCA DO AMAPARI;AP;"051°54'26""W";"00°51'00""N";147;;1020;20
SWOX;Fazenda Pixoxó;SÃO CARLOS;SP;"047°52'58""W";"21°46'48""S";628;VFR;900;20
SJNU;Fazenda Campo Alto;RIBEIRÃO CASCALHEIRA;MT;"051°42'47""W";"13°02'20""S";308;VFR;1000;20
SJND;Darinha;CASCAVEL;CE;"038°14'33,5""W";"04°06'35,1""S";19;VFR;600;20
SSXF;Fátima do Sul;FÁTIMA DO SUL;MS;"054°33'05""W";"22°21'41""S";321;VFR;700;18
SIAI;Fazenda Esteirinha;GOIOERÊ;PR;"053°10'53""W";"24°12'33""S";434;VFR;1200;20
SSOQ;Fazenda Barranco Alto;AQUIDAUANA;MS;"056°09'18""W";"19°34'30""S";117;VFR;800;30
SIOR;Adhemar Ribeiro;SANTA RITA DO PASSA QUATRO;SP;"047°28'12""W";"21°38'31""S";846;VFR;680;30
SWHU;Fazenda Izaura - Usina Cocal;RANCHARIA;SP;"050°51'55""W";"22°30'24""S";470;VFR;1199;18
SDQL;Fazenda Cerro Azul;NIOAQUE;MS;"055°44'03""W";"21°10'59""S";289;VFR;1100;40
SISG;Aeroclube de Sergipe;ARACAJU;SE;"037°04'59""W";"10°54'05""S";8;VFR;500;18
SJUA;Fazenda ABC;BURITIS;MG;"046°19'52,4""W";"15°22'25,7""S";586;VFR;840;18
SDWK;Junqueira;IGARAPAVA;SP;"047°46'03""W";"20°00'06""S";563;VFR;721;18
SJDS;Dias Branco;EUSÉBIO;CE;"038°29'21""W";"03°55'02""S";46;VFR;1800;32
SIFV;Primo Bitti;ARACRUZ;ES;"040°06'02,9""W";"19°49'35""S";26;VFR;1600;30
SSBB;Fazenda Balada;JOÃO PINHEIRO;MG;"045°57'00""W";"17°22'34""S";550;VFR;1100;25
SSQL;Fazenda La Poveda;FELIXLÂNDIA;MG;"044°55'05""W";"18°51'08""S";642;VFR;740;18
SNII;Fazenda Joazeiro;CORUMBÁ;MS;"055°56'23""W";"19°12'37""S";126;VFR;700;20
SWQT;Fazenda São Nicolau;COTRIGUAÇU;MT;"058°13'51""W";"09°51'45""S";221;;930;20
SWHM;Lobo Agropecuária;ALCINÓPOLIS;MS;"053°39'46""W";"18°18'45""S";442;;1200;18
SNZC;Fazenda Cervinho;AQUIDAUANA;MS;"055°37'31""W";"19°39'38""S";120;VFR;1000;18
SDBV;Balneário São Januário;ILHA COMPRIDA;SP;"047°45'30""W";"24°52'15""S";8;VFR;600;18
SDIB;Irmãos  Ribeiro;ESPÍRITO SANTO DO PINHAL;SP;"046°46'33""W";"22°09'38""S";925;;850;18
SIOI;Fazenda Onça Parda;NOVO HORIZONTE DO SUL;MS;"053°43'45""W";"22°39'45""S";344;;1000;18
SDXA;SAWI;NORMANDIA;RR;"060°00'16""W";"04°12'43""N";110;VFR;527;13
SDYT;Tucuxim;AMAJARI;RR;"063°59'13""W";"03°45'50""N";137;VFR;500;19
SSDI;Fazenda Bacatuba;BURITI BRAVO;MA;"043°42'20""W";"05°39'30""S";178;VFR;900;18
SWMU;Fazenda Três Muchachas;BANDEIRANTES;MS;"054°01'55""W";"19°38'34""S";558;VFR;800;18
SWSG;Fazenda Simarelli;CAMPOS DE JÚLIO;MT;"059°19'02""W";"13°36'16""S";643;VFR;1500;23
SJHF;Aníbal Azevedo Filho;MATA DE SÃO JOÃO;BA;"038°18'53""W";"12°33'13""S";75;VFR;500;18
SNWE;Clube Estância Ouro Verde ;SANTA RITA;PB;"034°54'46""W";"07°02'47""S";76;VFR;953;18
SSFV;Fazenda Viveiros;PIRAPORA;MG;"044°57'32""W";"17°29'12""S";501;;1000;23
SIJV;Fazenda Vitória;RIO VERDE DE MATO GROSSO;MS;"055°06'16""W";"18°37'20""S";179;VFR;650;24
SITM;Fazenda Bela Vista;PANORAMA;SP;"051°53'40""W";"21°25'03""S";273;;970;18
SJVI;Fazenda Carmen;CORUMBÁ;MS;"056°19'46""W";"18°26'43""S";118;VFR;800;50
SWNF;Franciscus;DIVINÓPOLIS DO TOCANTINS;TO;"049°37'45""W";"09°29'59""S";201;VFR;1000;20
SSTR;Usina CEM;MORRINHOS;GO;"049°14'29""W";"17°56'11""S";855;VFR;1399;30
SNTU;Fazenda Tupã;GAÚCHA DO NORTE;MT;"053°39'02""W";"13°20'49""S";404;VFR;1500;20
SWFI;Fazenda Santa Paula;CÁCERES;MT;"057°32'53""W";"15°38'35""S";156;VFR;1000;20
SWLD;Condomínio Milla ;BAIXA GRANDE DO RIBEIRO;PI;"045°14'50""W";"08°15'10""S";572;VFR;1200;20
SNZP;Fazenda Três Lagoas;SAPEZAL;MT;"058°43'41""W";"13°15'30""S";535;VFR;1199;20
SWWY;Posto de Proteção Ambiental Espírito Santo;BARÃO DE MELGAÇO;MT;"056°16'49""W";"16°35'17""S";139;;560;18
SJBR;Fazenda Santa Rita;FIGUEIRÓPOLIS;TO;"048°58'12""W";"12°14'39""S";284;VFR;900;20
SNCF;Fazenda Colonial ;VERDELÂNDIA;MG;"043°24'09""W";"15°27'02""S";494;VFR;1150;20
SWUB;Belo Horizonte;ARAÇÁS;BA;"038°17'36""W";"12°09'48""S";133;VFR;700;18
SSPV;Fazenda Vera;ALCINÓPOLIS;MS;"053°53'45""W";"17°56'58""S";350;VFR;1000;19
SIYI;Fazenda Planalto ;MONTIVIDIU;GO;"051°09'06""W";"17°15'50""S";876;VFR;900;18
SJQS;Fazenda Santa Tereza;UNIÃO DO SUL;MT;"054°03'04""W";"11°27'49""S";363;VFR;1199;20
SDWE;Fazenda Palmeiras;CORUMBÁ;MS;"057°02'57""W";"18°56'00""S";94;VFR;800;36
SNVZ;Fazenda Flor da Serra;JABORANDI;BA;"046°10'47""W";"14°06'03""S";994;VFR;1200;20
SJZR;Fazenda Rodeio;SÃO MIGUEL DO GUAPORÉ;RO;"063°00'32""W";"12°07'44""S";156;VFR;650;18
SDYG;Fazenda Rosa do Deserto;UBAÍRA;BA;"039°45'35,9""W";"13°14'21,9""S";430;VFR;700;18
SNZN;Fazenda Naná Porã;SETE QUEDAS;MS;"055°11'05""W";"23°50'16,2""S";405;VFR;600;18
SNXZ;Fazenda Nazaré;SANTA FILOMENA;PI;"045°34'21,3""W";"09°20'06,8""S";620;VFR;1000;18
SINP;Campo Primavera;SANTA MÔNICA;PR;"053°04'42""W";"23°07'17""S";381;VFR;400;18
SJTG;Fazenda Matão;PORTO MURTINHO;MS;"057°26'53""W";"20°55'17""S";118;VFR;800;18
SJIJ;Fazenda 2J;NOVO SÃO JOAQUIM;MT;"052°54'34""W";"14°48'55""S";425;VFR;800;20
SIGG;FSA;NOVA MARINGÁ;MT;"057°10'46""W";"12°48'52""S";388;VFR;1100;20
SDTZ;Fazenda Fortaleza;SANTA FILOMENA;PI;"045°33'40""W";"08°52'14""S";510;VFR;1200;18
SNVJ;Fazenda Senhora Aparecida;TANGARÁ DA SERRA;MT;"058°32'34,8""W";"14°42'14""S";561;VFR;1000;20
SISN;Fazenda Valiosa;BRASILÂNDIA DE MINAS;MG;"045°52'00""W";"17°04'00""S";523;VFR;1100;18
SSHG;Fazenda Santa Helena;RIO PARDO;RS;"052°37'44""W";"30°08'09""S";82;VFR;710;18
SNQF;Fazenda Paraíso;INOCÊNCIA;MS;"052°09'39""W";"19°55'24""S";431;VFR;950;18
SWLQ;Fazenda Mata Velha;MANICORÉ;AM;"061°33'48""W";"07°54'29""S";117;VFR;800;18
SWIC;Fazenda Rancho Alegre;NOVA MUTUM;MT;"056°04'00""W";"13°31'11""S";447;VFR;1000;20
SWGS;Fazenda Rancho Branco;NOVA MARINGÁ;MT;"057°14'16""W";"12°13'42""S";368;VFR;800;18
SSXT;Cristal;BORÁ;SP;"050°29'35""W";"22°10'56""S";426;VFR;800;20
SNNK;Fazenda Santa Bernadette da Volta Grande;CAMPO GRANDE;MS;"053°53'01""W";"21°17'18""S";403;VFR;1180;20
SSWR;Fazenda Campana;RIO BRILHANTE;MS;"054°17'38""W";"21°53'44""S";318;;1000;20
SJIV;Fazenda Veneza;CASEARA;TO;"049°53'16""W";"09°20'18""S";192;VFR;1100;20
SWXD;Joatão do Colorado;SÃO FÉLIX DO ARAGUAIA;MT;"052°37'07""W";"11°29'37""S";315;VFR;1099;15
SIGW;Fazenda Serra Grande;RIBEIRO GONÇALVES;PI;"045°31'05""W";"08°20'36""S";530;VFR;1000;18
SNTX;Fazenda Santo Antônio;BURITICUPU;MA;"046°16'02""W";"04°30'28""S";326;VFR;1199;20
SNGH;Fazenda Esparrame;FIGUEIRÃO;MS;"053°42'37,7""W";"18°48'12,9""S";552;VFR;1100;18
SILY;Tabuleiro V;CORRENTINA;BA;"045°22'30""W";"13°14'40""S";769;VFR;1201;20
SSNZ;Paradiso Agropecuária;CAMPOS NOVOS PAULISTA;SP;"050°05'25,1""W";"22°37'03,5""S";557;VFR;1000;20
SDCD;Catanduva;CATANDUVA;SP;"048°59'17""W";"21°08'55""S";561;VFR;985;20
SJIU;Fazenda Caregi;IPIRANGA DO NORTE;MT;"055°59'13,64""W";"12°12'51,62""S";373;VFR;1000;18
SSPJ;Pousada Juruena;NOVA BANDEIRANTES;MT;"058°32'29""W";"09°22'09""S";212;VFR;850;20
SDIE;Fazenda Lagoa;LAGOA GRANDE;MG;"046°32'49""W";"17°45'52""S";563;VFR;1100;20
SNUF;Alfa Airport Posse;SANTO ANTÔNIO DE POSSE;SP;"046°56'31,7""W";"22°34'19,8""S";717;VFR;1500;23
SNXN;Fazenda Novo Progresso;ALTAMIRA;PA;"054°59'02""W";"06°37'17""S";269;VFR;1000;20
SWRE;Fazenda Renovo;ALTO GARÇAS;MT;"053°31'37""W";"16°46'14""S";740;VFR;1200;18
SISL;Fazenda Santa Lúcia;BARÃO DE MELGAÇO;MT;"055°54'22,5""W";"16°53'39,8""S";137;VFR;800;30
SIKU;Fazenda Gaúcha do Norte;GAÚCHA DO NORTE;MT;"052°58'51""W";"13°01'53""S";355;VFR;1200;20
SDVQ;Fazenda Cabeceira Verde;CAMPOS LINDOS;TO;"046°44'19""W";"08°09'23""S";446;VFR;1000;18
SDUM;Usina Vale do Pontal;LIMEIRA DO OESTE;MG;"050°47'25""W";"19°19'19""S";369;VFR;1100;25
SIZD;DZ47;TIJUCAS;SC;"048°39'29,3""W";"27°17'16,9""S";2;;700;18
SSDN;Fazenda Nova Fronteira ;MATEIROS;TO;"045°59'03""W";"10°19'21""S";800;VFR;1050;20
SIIN;Fazenda Marrecão;SÃO MIGUEL DO GUAPORÉ;RO;"063°02'32""W";"12°02'24""S";161;VFR;800;18
SJVN;Fazenda Pindorama;CAMPO NOVO DO PARECIS;MT;"057°48'07""W";"13°41'09""S";568;VFR;1000;23
SSZY;Fazenda Nascente;JACIARA;MT;"055°05'48""W";"16°04'20""S";568;VFR;1000;25
SIHA;Agropecuária São Bernardo;SÃO MIGUEL DAS MISSÕES;RS;"054°22'57""W";"28°49'06""S";326;VFR;820;20
SIZL;Fazenda Lagoa;RIBEIRÃO DO SUL;SP;"049°50'41""W";"22°44'52""S";582;VFR;1030;23
SNNQ;Fazenda Mina de Ouro;PARANATINGA;MT;"054°14'00""W";"14°07'53""S";573;VFR;800;18
SNZH;Fazenda Novo Horizonte;JAÍBA;MG;"043°54'41""W";"15°25'56""S";542;VFR;1000;18
SWLM;Fazenda Mustang II;CANDEIAS DO JAMARI;RO;"063°33'24""W";"09°14'43""S";96;VFR;900;20
SJRP;Grupo Pronorte;MARCELÂNDIA;MT;"054°31'55""W";"11°05'21""S";311;VFR;1000;18
SSLL;Fazenda Vale Verde;PORTO VELHO;RO;"065°46'13""W";"09°37'17""S";179;VFR;1400;23
SJHX;Fazenda Ouro Verde;UNAÍ;MG;"047°17'30""W";"16°35'40""S";899;VFR;800;18
SSYI;Fazenda Sesmarias;ITAETÉ;BA;"040°50'03""W";"13°03'22""S";341;VFR;990;18
SNJH;JH Sementes;CORRENTINA;BA;"046°08'40""W";"13°46'08""S";966;;1400;20
SWBF;Fazenda Boa Fortuna;PIUM;TO;"049°29'20""W";"10°00'18""S";226;VFR;1114;20
SSYL;Fazenda Patrol;PARNARAMA;MA;"043°31'13""W";"05°32'49,4""S";198;VFR;1200;30
SWEP;Estância Punta Del Este;SERTANEJA;PR;"050°58'57,6""W";"22°48'16""S";350;VFR;1020;20
SISS;Vô Amantino;CLÁUDIA;MT;"055°14'20""W";"11°39'17""S";362;VFR;800;18
SWNN;Fazenda Jandaira;TAPURAH;MT;"056°28'49""W";"12°46'46""S";398;VFR;1000;18
SWXG;Fazenda Cachoeirinha;CAIAPÔNIA;GO;"051°39'01,1""W";"17°13'57,1""S";993;VFR;1200;23
SNFR;Presidente Roosevelt;NOVO ARIPUANÃ;AM;"060°58'21""W";"07°50'50""S";93;VFR;950;18
SJTW;Arenhart Aviação Agrícola;URUGUAIANA;RS;"057°08'28""W";"29°53'22""S";79;VFR;385;20
SJAV;Aerocéu Aviação Agrícola;CHAPADÃO DO CÉU;GO;"052°39'12,5""W";"18°23'19,5""S";838;VFR;1017;15
SSTV;Fazenda Diamantino;SINOP;MT;"055°24'07""W";"12°07'11""S";374;VFR;800;18
SSKX;SKYJU;ESTÂNCIA;SE;"037°19'25""W";"11°25'19""S";3;;500;18
SDXI;Cel Porto;CAMAPUÃ;MS;"053°42'14,1""W";"19°08'20,6""S";545;VFR;800;18
SNUM;Fazenda Córrego Fundo;ÁGUA BOA;MT;"052°41'39""W";"13°43'51""S";437;VFR;1000;20
SSGL;FNSC;SORRISO;MT;"055°56'06""W";"12°24'31""S";384;VFR;1400;20
SWML;Fazenda Nova Santa Rita;ITAITUBA;PA;"056°29'27""W";"06°48'05""S";251;VFR;1000;18
SDYQ;Fazenda Querência;RIO VERDE DE MATO GROSSO;MS;"054°40'22""W";"18°51'15""S";443;VFR;1250;30
SDCB;Centro Brasileiro de Aviação Agrícola Experimental e Recreativo (CBAAER);BRASÍLIA;DF;"047°42'10,2""W";"15°46'24""S";959;VFR;600;18
SWZN;Fazenda Tunica;ÁGUA BOA;MT;"052°02'22""W";"14°04'18""S";297;VFR;950;18
SIEN;Fazenda Santa Eulina;CORUMBÁ;MS;"056°31'36""W";"18°07'37""S";119;VFR;550;20
SJJC;Fazenda Cachoeira;PONTA PORÃ;MS;"055°21'39,2""W";"22°30'00,8""S";497;VFR;742;20
SIDZ;Fazenda Santa Fé;CRISTÓPOLIS;BA;"044°02'21""W";"12°13'30""S";785;VFR;1200;23
SSNS;Fazenda Pajuçara;CORRENTINA;BA;"045°06'17""W";"13°10'59""S";723;VFR;1500;30
SSWG;Fazenda Galiléia;BAIXA GRANDE DO RIBEIRO;PI;"045°19'51""W";"09°02'57""S";615;VFR;1200;18
SNTC;Fazenda Campo Alto;PRATA;MG;"048°46'19""W";"19°21'26""S";687;;900;23
SNLD;Fazenda São Luiz do Matão;CARNEIRINHO;MG;"050°39'10""W";"19°52'12""S";356;VFR;1000;25
SDRL;Fazenda Retiro Velho;PORTO MURTINHO;MS;"057°49'35""W";"21°26'59""S";88;VFR;1100;18
SWDS;Condomínio Aéreo Santos Dumont;JI-PARANÁ;RO;"061°59'36""W";"10°57'14""S";194;VFR;800;18
SNFV;Serra da Pintura;SANTA FÉ DE GOIÁS;GO;"051°12'39""W";"15°34'03""S";366;;1000;20
SNAO;Trimonte;CASIMIRO DE ABREU;RJ;"042°03'04""W";"22°30'45""S";11;VFR;1295;28
SJGV;Toca;SANTO ANTÔNIO DE GOIÁS;GO;"049°13'42""W";"16°27'45""S";802;;1080;23
SJGB;Fazenda São Gabriel;CURVELO;MG;"044°16'19""W";"18°57'53""S";770;;1000;23
SNZE;Fazenda Santa Zélia;ITAQUI;RS;"055°53'20""W";"29°18'01""S";112;VFR;1199;25
SWWZ;Fazenda WSA;GENERAL CARNEIRO;MT;"053°27'33""W";"15°23'01""S";522;VFR;1000;18
SWLS;Fazenda São Luís;PALOTINA;PR;"053°52'27,1""W";"24°11'55,7""S";306;VFR;1000;15
SJEJ;Fazenda Estrela;ALTO ALEGRE;RR;"061°13'11""W";"03°22'06""N";113;VFR;800;20
